Age_Group,Gender,Income,Completed,Treatment,T1,T2,T3
18-24,Female,High,Yes,Emotional,4,6,4
18-24,Female,High,Yes,Emotional,4,6,4
55-64,Male,Low,Yes,Emotional,5,7,6
45-54,Female,Low,Yes,Emotional,5,7,7
55-64,Female,High,Yes,Rational,4,6,5
65+,Male,High,Yes,Rational,5,7,7
35-44,Male,Low,Yes,Emotional,2,4,3
55-64,Male,Medium,Yes,Rational,4,6,5
25-34,Female,Low,Yes,Rational,1,3,3
18-24,Male,Low,Yes,Rational,4,6,5
18-24,Female,Low,Yes,Emotional,3,5,3
65+,Female,Medium,Yes,Rational,2,4,4
25-34,Male,High,Yes,Emotional,3,5,4
55-64,Female,High,Yes,Emotional,5,7,5
25-34,Male,High,Yes,Emotional,3,5,3
65+,Male,Medium,Yes,Rational,3,5,6
25-34,Male,High,Yes,Emotional,5,7,6
65+,Male,Medium,Yes,Emotional,4,6,5
65+,Male,Low,Yes,Emotional,7,7,5
45-54,Male,Low,Yes,Emotional,5,7,6
45-54,Male,High,Yes,Emotional,4,6,5
55-64,Female,Medium,Yes,Rational,4,6,5
55-64,Female,High,Yes,Emotional,5,7,6
25-34,Male,High,Yes,Rational,5,7,7
65+,Male,Low,Yes,Rational,3,6,6
65+,Male,High,Yes,Emotional,2,5,3
25-34,Male,High,Yes,Rational,5,7,7
55-64,Male,Low,Yes,Rational,4,7,7
18-24,Male,Low,Yes,Emotional,7,7,6
25-34,Male,High,Yes,Emotional,4,6,5
65+,Male,Low,Yes,Rational,5,7,5
55-64,Male,High,Yes,Emotional,5,7,6
35-44,Female,Medium,Yes,Rational,6,7,6
55-64,Male,Low,Yes,Rational,3,5,5
35-44,Male,Medium,Yes,Rational,5,7,7
55-64,Male,Low,Yes,Rational,4,6,6
65+,Female,Low,Yes,Rational,6,7,6
45-54,Male,Medium,Yes,Rational,5,7,7
25-34,Male,Medium,Yes,Emotional,3,5,4
25-34,Male,High,Yes,Emotional,5,7,6
45-54,Male,Low,Yes,Emotional,6,7,6
25-34,Female,Low,Yes,Emotional,5,7,5
65+,Female,Medium,Yes,Rational,5,7,7
35-44,Male,Low,Yes,Emotional,4,6,5
25-34,Female,Low,Yes,Emotional,2,4,4
45-54,Female,Low,Yes,Rational,4,5,6
25-34,Female,High,Yes,Rational,5,7,7
35-44,Female,Low,Yes,Emotional,6,7,5
65+,Female,Low,Yes,Emotional,4,7,6
55-64,Female,High,Yes,Emotional,6,7,7
45-54,Female,High,Yes,Rational,5,7,7
25-34,Female,High,Yes,Rational,3,5,5
65+,Female,Low,Yes,Emotional,1,3,2
25-34,Female,High,Yes,Emotional,2,4,3
35-44,Female,Medium,Yes,Rational,5,7,7
55-64,Male,High,Yes,Rational,4,6,6
65+,Female,Low,Yes,Emotional,3,5,4
45-54,Male,Low,Yes,Emotional,4,6,5
65+,Male,Medium,Yes,Rational,4,6,6
35-44,Female,Low,Yes,Rational,4,6,6
55-64,Male,High,Yes,Emotional,3,5,4
55-64,Female,High,Yes,Emotional,3,5,5
25-34,Female,High,Yes,Rational,5,7,6
65+,Female,High,Yes,Rational,2,4,4
45-54,Male,Low,Yes,Emotional,4,6,4
18-24,Female,Medium,Yes,Rational,3,5,4
25-34,Female,High,Yes,Emotional,2,4,1
35-44,Female,Low,Yes,Emotional,3,5,4
65+,Male,High,Yes,Rational,5,7,6
35-44,Male,High,Yes,Emotional,4,7,6
65+,Male,High,Yes,Emotional,4,6,5
18-24,Male,High,Yes,Emotional,4,6,5
45-54,Male,Low,Yes,Rational,7,7,6
45-54,Male,High,Yes,Emotional,5,7,6
65+,Female,Low,Yes,Rational,3,5,6
18-24,Female,High,Yes,Emotional,3,5,3
45-54,Female,Medium,Yes,Emotional,5,7,5
35-44,Male,Low,Yes,Rational,4,7,7
18-24,Female,High,Yes,Emotional,4,6,6
18-24,Female,Low,Yes,Emotional,7,7,6
45-54,Female,High,Yes,Rational,6,7,7
25-34,Male,Medium,Yes,Rational,4,6,6
18-24,Female,Medium,Yes,Emotional,5,7,5
55-64,Male,High,Yes,Rational,4,6,5
18-24,Female,Medium,Yes,Rational,6,7,7
25-34,Female,High,Yes,Emotional,5,7,6
25-34,Male,Medium,Yes,Emotional,2,4,2
55-64,Male,High,Yes,Emotional,2,4,3
35-44,Male,Low,Yes,Rational,6,7,6
25-34,Female,Low,Yes,Rational,1,3,2
45-54,Female,High,Yes,Rational,4,6,6
18-24,Male,High,Yes,Emotional,3,4,3
65+,Female,Medium,Yes,Emotional,3,6,5
65+,Male,Medium,Yes,Rational,6,7,7
55-64,Female,Medium,Yes,Rational,4,6,6
35-44,Female,Low,Yes,Emotional,4,6,4
35-44,Female,Medium,Yes,Emotional,4,6,4
55-64,Female,Medium,Yes,Rational,5,7,7
18-24,Female,High,Yes,Emotional,4,6,4
25-34,Female,Medium,Yes,Rational,4,6,6
18-24,Female,High,Yes,Emotional,4,6,5
45-54,Female,High,Yes,Emotional,6,7,6
25-34,Male,Low,Yes,Emotional,2,4,3
25-34,Female,Medium,Yes,Rational,3,5,5
25-34,Male,Medium,Yes,Rational,4,6,6
65+,Female,Medium,Yes,Emotional,4,6,4
35-44,Female,Low,Yes,Rational,4,6,6
65+,Female,High,Yes,Emotional,6,7,5
25-34,Male,Low,Yes,Emotional,5,7,5
45-54,Male,Medium,Yes,Emotional,5,7,6
18-24,Female,Medium,Yes,Emotional,2,4,3
55-64,Male,High,Yes,Emotional,3,5,5
18-24,Female,Low,Yes,Emotional,3,5,5
65+,Male,High,Yes,Rational,6,7,7
25-34,Male,Low,Yes,Rational,5,7,7
45-54,Male,Medium,Yes,Rational,5,7,5
18-24,Female,Medium,Yes,Rational,4,6,6
65+,Male,Medium,Yes,Emotional,3,5,3
55-64,Female,Medium,Yes,Emotional,4,6,4
55-64,Male,Low,Yes,Emotional,1,3,2
18-24,Male,Medium,Yes,Emotional,5,7,6
35-44,Female,Medium,Yes,Emotional,5,7,5
55-64,Female,Low,Yes,Emotional,6,7,6
35-44,Female,Medium,Yes,Rational,3,5,6
65+,Male,Low,Yes,Emotional,3,5,4
25-34,Female,High,Yes,Rational,4,6,6
35-44,Female,High,Yes,Emotional,3,5,4
18-24,Male,High,Yes,Rational,3,5,4
25-34,Male,High,Yes,Emotional,5,7,6
35-44,Female,High,Yes,Emotional,3,5,5
25-34,Female,Medium,Yes,Emotional,5,7,7
35-44,Female,High,Yes,Emotional,3,5,4
55-64,Male,Medium,Yes,Emotional,5,7,7
18-24,Male,Low,Yes,Rational,4,6,6
18-24,Male,High,Yes,Rational,3,5,5
65+,Male,Medium,Yes,Emotional,4,6,5
35-44,Female,High,Yes,Rational,3,6,5
55-64,Male,Low,Yes,Rational,5,7,6
45-54,Female,Medium,Yes,Rational,5,7,7
25-34,Female,High,Yes,Rational,4,7,6
45-54,Male,Medium,Yes,Rational,3,5,5
18-24,Female,Low,Yes,Rational,5,7,7
35-44,Male,Low,Yes,Rational,4,6,6
18-24,Male,High,Yes,Rational,3,5,5
18-24,Male,High,Yes,Emotional,3,5,4
55-64,Male,Medium,Yes,Emotional,3,5,5
45-54,Male,High,Yes,Rational,3,6,6
18-24,Male,Low,Yes,Emotional,3,5,3
25-34,Female,Medium,Yes,Rational,5,7,6
45-54,Female,Low,Yes,Emotional,2,4,3
25-34,Male,Medium,Yes,Emotional,4,6,5
65+,Female,Low,Yes,Emotional,3,5,3
65+,Female,Low,Yes,Emotional,5,7,6
55-64,Female,High,Yes,Rational,4,6,6
65+,Male,High,Yes,Rational,5,7,7
18-24,Female,Low,Yes,Emotional,2,4,4
55-64,Female,Low,Yes,Rational,5,7,7
25-34,Female,Low,Yes,Rational,6,7,7
18-24,Male,Low,Yes,Rational,4,7,6
25-34,Male,Medium,Yes,Rational,5,7,7
45-54,Male,Low,Yes,Emotional,3,5,4
55-64,Female,Low,Yes,Emotional,3,5,4
45-54,Female,High,Yes,Rational,4,6,6
25-34,Male,Low,Yes,Rational,5,7,7
25-34,Male,Medium,Yes,Emotional,4,6,5
55-64,Female,Medium,Yes,Emotional,4,6,4
55-64,Male,High,Yes,Emotional,4,6,5
18-24,Female,High,Yes,Emotional,5,6,6
18-24,Female,High,Yes,Emotional,5,7,6
35-44,Male,Medium,Yes,Emotional,4,6,5
35-44,Female,High,Yes,Emotional,4,7,6
55-64,Male,Low,Yes,Rational,6,7,7
55-64,Male,Medium,Yes,Emotional,5,7,6
55-64,Male,Medium,Yes,Rational,4,6,6
55-64,Female,Medium,Yes,Emotional,5,7,6
25-34,Male,Low,Yes,Rational,4,6,7
25-34,Female,Medium,Yes,Emotional,6,7,6
55-64,Female,Medium,Yes,Rational,5,7,6
55-64,Male,Low,Yes,Emotional,5,7,5
55-64,Male,High,Yes,Rational,5,7,7
35-44,Female,High,Yes,Rational,6,7,7
45-54,Female,Medium,Yes,Rational,2,4,4
25-34,Female,Low,Yes,Rational,2,4,4
25-34,Female,Low,Yes,Rational,7,7,7
18-24,Female,Low,Yes,Rational,3,5,5
65+,Male,High,Yes,Emotional,3,5,5
25-34,Female,High,Yes,Rational,5,7,6
45-54,Male,High,Yes,Rational,5,7,6
25-34,Male,Low,Yes,Emotional,5,7,5
18-24,Male,Medium,Yes,Emotional,3,5,4
25-34,Female,High,Yes,Rational,4,5,5
55-64,Female,Low,Yes,Rational,3,5,5
18-24,Female,Medium,Yes,Emotional,5,7,5
35-44,Female,High,Yes,Rational,7,7,6
18-24,Male,Low,Yes,Rational,4,6,5
18-24,Female,Low,Yes,Emotional,2,4,4
18-24,Male,High,Yes,Rational,3,5,4
65+,Female,High,Yes,Emotional,4,6,6
35-44,Male,Low,Yes,Rational,4,6,6
25-34,Female,Low,Yes,Emotional,5,7,6
45-54,Male,Low,Yes,Emotional,1,3,2
25-34,Female,Medium,Yes,Rational,4,6,6
45-54,Female,Low,Yes,Emotional,4,7,6
55-64,Male,Medium,Yes,Emotional,2,4,3
35-44,Male,Medium,Yes,Rational,3,4,3
25-34,Female,Low,Yes,Emotional,5,7,6
55-64,Male,Medium,Yes,Rational,5,7,7
18-24,Female,Medium,Yes,Emotional,3,6,6
55-64,Female,Low,Yes,Rational,5,7,7
45-54,Female,Medium,Yes,Rational,4,6,5
35-44,Male,High,Yes,Rational,4,6,6
35-44,Male,High,Yes,Rational,6,7,6
25-34,Male,Medium,Yes,Rational,5,7,6
25-34,Male,Medium,Yes,Emotional,3,5,4
25-34,Male,Medium,Yes,Emotional,3,5,4
45-54,Male,High,Yes,Rational,7,7,7
18-24,Male,Medium,Yes,Rational,3,5,5
45-54,Male,High,Yes,Emotional,6,7,5
45-54,Male,Low,Yes,Rational,5,7,6
65+,Female,Low,Yes,Rational,3,6,6
65+,Male,Medium,Yes,Emotional,2,4,4
55-64,Male,Low,Yes,Rational,5,7,7
45-54,Male,High,Yes,Rational,4,6,7
65+,Female,Medium,Yes,Emotional,6,7,6
55-64,Female,Low,Yes,Emotional,4,6,6
55-64,Female,Medium,Yes,Rational,6,7,7
55-64,Male,High,Yes,Emotional,2,4,2
18-24,Female,Low,Yes,Emotional,4,7,5
18-24,Female,High,Yes,Rational,4,6,6
45-54,Male,High,Yes,Rational,6,7,7
25-34,Male,Low,Yes,Rational,4,7,6
65+,Female,High,Yes,Rational,6,7,7
25-34,Female,Low,Yes,Rational,3,6,5
65+,Female,High,Yes,Rational,4,7,6
45-54,Male,Medium,Yes,Rational,4,7,7
18-24,Female,Medium,Yes,Emotional,4,6,5
35-44,Male,Low,Yes,Emotional,4,7,6
55-64,Male,Medium,Yes,Emotional,2,4,3
35-44,Male,Low,Yes,Emotional,5,7,5
18-24,Female,Medium,Yes,Emotional,5,7,6
55-64,Male,Medium,Yes,Emotional,5,7,6
45-54,Female,Low,Yes,Rational,6,7,7
45-54,Male,Medium,Yes,Rational,4,6,5
65+,Male,Low,Yes,Emotional,3,5,4
55-64,Female,High,Yes,Rational,2,4,4
65+,Male,High,Yes,Rational,5,7,7
25-34,Male,Medium,Yes,Emotional,4,6,4
65+,Female,Medium,Yes,Emotional,3,5,3
35-44,Male,High,Yes,Emotional,3,5,5
35-44,Female,Low,Yes,Rational,5,7,7
55-64,Female,High,Yes,Rational,2,4,4
45-54,Male,Medium,Yes,Emotional,3,6,5
45-54,Female,Low,Yes,Rational,5,7,7
18-24,Female,High,Yes,Rational,4,6,6
65+,Male,Low,Yes,Rational,4,7,7
65+,Female,High,Yes,Emotional,5,7,5
35-44,Female,High,Yes,Emotional,5,7,7
18-24,Female,High,Yes,Emotional,4,6,5
45-54,Female,High,Yes,Rational,3,5,5
55-64,Female,High,Yes,Rational,1,3,1
55-64,Male,Medium,Yes,Rational,5,7,7
25-34,Male,Low,Yes,Emotional,3,5,4
55-64,Female,Medium,Yes,Rational,3,6,7
55-64,Female,Medium,Yes,Rational,5,7,6
55-64,Male,Medium,Yes,Emotional,4,6,5
45-54,Female,High,Yes,Rational,4,6,6
18-24,Female,High,Yes,Emotional,2,4,3
45-54,Male,High,Yes,Emotional,4,6,5
35-44,Female,Medium,Yes,Rational,5,7,7
45-54,Male,High,Yes,Rational,4,6,6
18-24,Male,Low,Yes,Rational,4,7,7
45-54,Female,Medium,Yes,Rational,4,6,6
65+,Male,Medium,Yes,Rational,5,6,6
45-54,Female,High,Yes,Emotional,5,7,6
35-44,Male,Low,Yes,Rational,5,7,7
18-24,Male,High,Yes,Emotional,3,5,4
65+,Male,Low,Yes,Rational,5,7,7
18-24,Female,Medium,Yes,Rational,4,6,4
55-64,Male,High,Yes,Rational,3,5,5
35-44,Female,High,Yes,Emotional,3,5,3
65+,Male,Low,Yes,Rational,5,7,7
55-64,Male,Low,Yes,Emotional,4,6,5
25-34,Male,Medium,Yes,Emotional,3,5,4
18-24,Female,Medium,Yes,Emotional,5,7,6
65+,Male,Medium,Yes,Emotional,6,7,5
18-24,Male,High,Yes,Rational,6,7,6
55-64,Male,High,Yes,Emotional,4,6,6
18-24,Female,High,Yes,Emotional,5,7,6
18-24,Female,Low,Yes,Emotional,5,7,5
55-64,Male,Low,Yes,Rational,5,7,7
65+,Male,Medium,Yes,Emotional,5,7,6
35-44,Male,Medium,Yes,Rational,4,6,5
55-64,Male,High,Yes,Rational,4,6,5
35-44,Male,High,Yes,Emotional,4,6,5
65+,Male,Low,Yes,Emotional,4,7,6
45-54,Female,Low,Yes,Emotional,4,6,5
35-44,Male,Medium,Yes,Emotional,4,6,5
25-34,Female,Low,Yes,Rational,6,7,7
25-34,Male,High,Yes,Rational,4,6,5
55-64,Female,Low,Yes,Emotional,5,7,5
55-64,Female,Low,Yes,Rational,5,7,7
45-54,Male,High,Yes,Emotional,6,7,6
45-54,Male,High,Yes,Rational,4,5,5
55-64,Male,Medium,Yes,Rational,4,6,6
25-34,Female,Low,Yes,Emotional,3,5,3
18-24,Female,Low,Yes,Rational,6,7,6
55-64,Female,High,Yes,Emotional,3,5,4
18-24,Female,Medium,Yes,Rational,5,7,7
45-54,Female,Low,Yes,Rational,4,6,5
18-24,Male,Low,Yes,Emotional,5,7,6
18-24,Male,High,Yes,Rational,3,5,5
65+,Female,Medium,Yes,Emotional,4,6,6
65+,Male,High,Yes,Rational,1,3,3
35-44,Female,Low,Yes,Rational,3,5,5
18-24,Male,Medium,Yes,Emotional,6,7,7
55-64,Male,Low,Yes,Emotional,4,6,7
35-44,Female,High,Yes,Rational,2,4,3
25-34,Male,Low,Yes,Emotional,5,7,6
45-54,Female,Low,Yes,Emotional,6,7,6
18-24,Male,Medium,Yes,Rational,2,3,2
35-44,Female,High,Yes,Rational,4,6,7
55-64,Male,High,Yes,Emotional,3,5,4
45-54,Female,High,Yes,Rational,4,6,6
55-64,Male,Medium,Yes,Rational,5,7,6
25-34,Female,Low,Yes,Emotional,3,4,3
35-44,Female,Low,Yes,Rational,3,5,3
55-64,Female,Low,Yes,Emotional,5,7,5
55-64,Male,Low,Yes,Emotional,3,5,3
35-44,Male,Low,Yes,Emotional,6,7,6
18-24,Female,High,Yes,Emotional,2,4,2
45-54,Male,Medium,Yes,Rational,4,6,6
45-54,Male,Medium,Yes,Rational,5,7,7
45-54,Male,Low,Yes,Rational,4,6,5
65+,Female,High,Yes,Emotional,3,5,4
45-54,Female,High,Yes,Rational,5,7,7
65+,Male,Low,Yes,Rational,4,6,5
45-54,Female,High,Yes,Emotional,4,6,5
55-64,Male,High,Yes,Emotional,6,7,6
65+,Male,Low,Yes,Rational,4,6,6
65+,Female,High,Yes,Rational,4,6,6
25-34,Male,High,Yes,Emotional,2,4,4
55-64,Male,Low,Yes,Emotional,5,7,6
45-54,Male,Low,Yes,Rational,5,7,7
55-64,Male,High,Yes,Rational,4,6,6
35-44,Male,Low,Yes,Emotional,4,7,5
25-34,Female,Low,Yes,Emotional,7,7,6
55-64,Male,High,Yes,Emotional,2,4,2
18-24,Female,Low,Yes,Rational,3,6,7
65+,Female,High,Yes,Rational,3,5,5
25-34,Female,High,Yes,Emotional,5,7,6
25-34,Male,Medium,Yes,Rational,4,6,6
35-44,Male,Medium,Yes,Rational,3,5,6
45-54,Male,Low,Yes,Rational,6,7,7
45-54,Female,Medium,Yes,Emotional,5,7,5
25-34,Male,High,Yes,Emotional,5,7,7
18-24,Female,High,Yes,Emotional,3,5,3
18-24,Male,High,Yes,Emotional,4,6,4
25-34,Male,Low,Yes,Emotional,3,5,3
55-64,Male,High,Yes,Emotional,3,5,4
35-44,Male,High,Yes,Rational,4,6,6
65+,Female,High,Yes,Rational,3,5,5
55-64,Male,Low,Yes,Emotional,3,5,4
35-44,Male,Low,Yes,Rational,5,7,7
18-24,Male,Low,Yes,Emotional,7,7,5
65+,Male,High,Yes,Rational,3,5,5
25-34,Male,High,Yes,Rational,4,6,5
25-34,Male,Medium,Yes,Emotional,3,5,4
25-34,Female,Low,Yes,Emotional,4,6,5
65+,Male,High,Yes,Emotional,4,7,6
18-24,Female,Low,Yes,Emotional,3,5,4
25-34,Female,Low,Yes,Rational,5,7,6
55-64,Male,Low,Yes,Rational,4,6,6
25-34,Female,High,Yes,Emotional,3,6,6
65+,Female,Medium,Yes,Rational,3,5,5
45-54,Female,High,Yes,Rational,4,6,6
55-64,Male,Medium,Yes,Rational,4,6,5
55-64,Male,Low,Yes,Rational,5,7,7
45-54,Male,Low,Yes,Emotional,1,3,1
35-44,Male,Medium,Yes,Emotional,3,5,2
45-54,Female,Medium,Yes,Emotional,6,7,5
55-64,Male,Medium,Yes,Emotional,1,3,2
35-44,Female,High,Yes,Rational,4,6,7
25-34,Female,Low,Yes,Rational,4,6,5
18-24,Female,Low,Yes,Rational,3,5,6
65+,Male,High,Yes,Rational,4,6,6
35-44,Male,Medium,Yes,Rational,7,7,7
35-44,Male,High,Yes,Rational,2,4,5
25-34,Male,Low,Yes,Emotional,5,7,5
55-64,Female,Low,Yes,Emotional,3,5,3
18-24,Male,Low,Yes,Emotional,5,7,7
25-34,Female,Low,Yes,Emotional,4,6,5
18-24,Female,Medium,Yes,Rational,5,7,7
45-54,Male,High,Yes,Rational,2,4,2
45-54,Male,Medium,Yes,Rational,5,7,7
45-54,Female,Medium,Yes,Rational,4,6,6
25-34,Female,Low,Yes,Rational,5,7,6
55-64,Female,High,Yes,Rational,5,7,7
25-34,Female,Medium,Yes,Emotional,5,7,6
55-64,Female,High,Yes,Emotional,6,7,6
35-44,Female,High,Yes,Emotional,5,7,6
35-44,Male,High,Yes,Rational,7,7,6
65+,Female,High,Yes,Emotional,5,7,7
65+,Male,High,Yes,Emotional,3,6,6
25-34,Female,High,Yes,Emotional,2,4,3
45-54,Female,Medium,Yes,Rational,6,7,7
45-54,Male,Medium,Yes,Emotional,4,6,5
35-44,Male,High,Yes,Emotional,4,6,5
25-34,Male,Low,Yes,Rational,6,7,7
45-54,Male,Low,Yes,Rational,5,7,7
45-54,Male,Low,Yes,Rational,4,6,6
35-44,Male,High,Yes,Emotional,4,6,5
18-24,Female,Medium,Yes,Emotional,2,4,2
45-54,Male,Medium,Yes,Rational,4,6,6
65+,Male,Low,Yes,Rational,3,5,5
25-34,Male,Medium,Yes,Emotional,6,7,6
18-24,Female,Medium,Yes,Rational,5,7,7
35-44,Female,Medium,Yes,Rational,4,6,5
65+,Male,Medium,Yes,Rational,5,7,6
35-44,Male,High,Yes,Emotional,5,7,5
18-24,Female,Low,Yes,Emotional,6,7,6
25-34,Female,Medium,Yes,Rational,5,7,7
18-24,Male,Medium,Yes,Emotional,2,4,2
45-54,Male,Low,Yes,Emotional,5,7,6
35-44,Female,High,Yes,Rational,5,7,7
65+,Female,High,Yes,Emotional,4,6,5
55-64,Female,Medium,Yes,Rational,5,7,6
25-34,Female,Low,Yes,Emotional,4,6,4
35-44,Female,High,Yes,Rational,7,7,7
18-24,Female,Low,Yes,Emotional,5,7,6
45-54,Male,Low,Yes,Rational,5,7,6
45-54,Male,Low,Yes,Emotional,4,6,5
25-34,Male,Low,Yes,Rational,5,7,7
65+,Female,High,Yes,Emotional,4,6,4
18-24,Male,Medium,Yes,Rational,4,6,6
45-54,Male,Low,Yes,Emotional,5,7,7
35-44,Female,Medium,Yes,Emotional,6,7,5
45-54,Female,Low,Yes,Rational,3,5,5
65+,Female,Medium,Yes,Emotional,2,5,4
18-24,Male,Low,Yes,Rational,4,6,7
55-64,Male,High,Yes,Emotional,5,7,6
65+,Female,High,Yes,Emotional,6,7,6
25-34,Male,High,Yes,Rational,3,5,5
45-54,Female,Low,Yes,Emotional,5,7,6
45-54,Female,High,Yes,Rational,6,7,7
55-64,Male,Low,Yes,Rational,3,6,7
35-44,Female,Low,Yes,Emotional,4,6,5
65+,Male,Medium,Yes,Emotional,4,6,5
45-54,Male,Medium,Yes,Rational,4,6,6
25-34,Male,Medium,Yes,Rational,4,6,6
18-24,Female,High,Yes,Emotional,5,7,5
65+,Male,Medium,Yes,Rational,6,7,7
45-54,Male,Low,Yes,Emotional,6,7,7
45-54,Female,High,Yes,Emotional,4,6,6
65+,Male,Low,Yes,Rational,6,7,7
55-64,Male,Low,Yes,Rational,4,6,6
65+,Male,Low,Yes,Emotional,3,5,4
55-64,Male,High,Yes,Rational,3,5,4
35-44,Female,Medium,Yes,Emotional,6,7,6
45-54,Female,High,Yes,Emotional,4,6,5
65+,Male,Medium,Yes,Emotional,3,5,3
55-64,Male,Medium,Yes,Rational,3,5,4
65+,Female,High,Yes,Rational,5,7,7
25-34,Female,Medium,Yes,Emotional,6,7,6
55-64,Male,Low,Yes,Emotional,3,5,4
35-44,Male,High,Yes,Emotional,4,6,6
55-64,Female,High,Yes,Rational,2,4,4
55-64,Male,Medium,Yes,Emotional,4,7,6
55-64,Female,Low,Yes,Rational,3,5,4
65+,Female,Medium,Yes,Emotional,6,7,5
45-54,Male,Medium,Yes,Emotional,3,6,5
18-24,Female,Low,Yes,Emotional,5,7,6
55-64,Male,Medium,Yes,Rational,6,7,6
45-54,Male,Medium,Yes,Emotional,4,6,5
65+,Female,Medium,Yes,Rational,4,6,6
65+,Male,Low,Yes,Emotional,5,7,6
25-34,Female,Low,Yes,Rational,4,6,5
35-44,Female,Medium,Yes,Rational,3,5,5
45-54,Male,Low,Yes,Rational,4,6,5
45-54,Female,Low,Yes,Emotional,5,7,5
45-54,Male,High,Yes,Emotional,4,6,5
55-64,Female,Medium,Yes,Emotional,5,7,6
65+,Female,High,Yes,Emotional,3,5,4
65+,Female,Medium,Yes,Emotional,3,5,3
35-44,Female,Low,Yes,Rational,5,7,7
55-64,Female,Low,Yes,Emotional,3,5,4
55-64,Female,High,Yes,Emotional,3,6,5
45-54,Female,High,Yes,Rational,3,5,4
65+,Female,Medium,Yes,Rational,2,4,3
55-64,Male,High,Yes,Rational,4,6,5
55-64,Male,Medium,Yes,Rational,4,6,6
55-64,Male,Low,Yes,Rational,3,5,4
45-54,Male,Medium,Yes,Rational,5,7,7
45-54,Female,Low,Yes,Emotional,3,5,4
18-24,Female,Medium,Yes,Rational,4,6,6
55-64,Male,Medium,Yes,Rational,4,6,5
25-34,Female,Low,Yes,Emotional,3,4,3
55-64,Female,Low,Yes,Emotional,5,7,6
18-24,Female,Low,Yes,Rational,3,5,5
18-24,Male,Medium,Yes,Emotional,4,7,6
65+,Female,High,Yes,Rational,6,7,7
55-64,Male,High,Yes,Rational,4,6,6
45-54,Female,Low,Yes,Rational,2,4,4
65+,Male,High,Yes,Emotional,5,7,6
25-34,Female,Medium,Yes,Emotional,3,5,4
65+,Female,Medium,Yes,Emotional,3,5,4
35-44,Female,Low,Yes,Emotional,4,6,5
35-44,Female,Low,Yes,Emotional,6,7,7
55-64,Male,Medium,Yes,Emotional,5,7,6
35-44,Male,Low,Yes,Emotional,5,7,7
45-54,Male,Medium,Yes,Rational,3,6,5
55-64,Male,High,Yes,Rational,5,7,7
25-34,Male,High,Yes,Emotional,5,7,5
35-44,Male,Medium,Yes,Emotional,4,6,5
55-64,Female,Low,Yes,Emotional,4,6,5
55-64,Female,Low,Yes,Rational,4,6,6
18-24,Male,Medium,Yes,Emotional,4,6,4
45-54,Female,Medium,Yes,Emotional,3,6,4
65+,Female,Low,Yes,Rational,5,7,7
45-54,Female,Medium,Yes,Emotional,5,7,5
25-34,Male,High,Yes,Emotional,4,6,4
45-54,Male,Low,Yes,Rational,3,5,5
18-24,Female,Medium,Yes,Emotional,5,7,6
18-24,Male,Low,Yes,Rational,2,4,4
45-54,Male,Medium,Yes,Rational,2,4,4
55-64,Female,High,Yes,Emotional,6,7,6
45-54,Female,Medium,Yes,Rational,5,7,6
35-44,Female,High,Yes,Rational,4,6,6
65+,Female,Low,Yes,Rational,3,5,4
45-54,Male,Medium,Yes,Rational,5,7,7
25-34,Female,Medium,Yes,Rational,2,4,4
65+,Female,Medium,Yes,Rational,4,6,7
65+,Male,Low,Yes,Emotional,6,7,6
18-24,Male,Low,Yes,Emotional,4,6,5
55-64,Male,Low,Yes,Rational,3,5,5
35-44,Male,Low,Yes,Rational,2,4,5
18-24,Female,High,Yes,Rational,3,5,5
18-24,Female,High,Yes,Rational,4,6,6
65+,Female,Low,Yes,Emotional,4,5,4
65+,Female,High,Yes,Emotional,4,6,5
45-54,Male,High,Yes,Emotional,5,7,6
25-34,Female,High,Yes,Rational,4,6,6
65+,Female,Medium,Yes,Emotional,5,7,7
65+,Female,Low,Yes,Rational,2,4,3
18-24,Female,High,Yes,Emotional,2,4,2
45-54,Female,Low,Yes,Emotional,6,7,5
35-44,Female,Medium,Yes,Emotional,1,4,3
55-64,Male,High,Yes,Rational,3,5,4
65+,Male,High,Yes,Rational,7,7,6
55-64,Female,Medium,Yes,Emotional,4,6,4
45-54,Male,Medium,Yes,Rational,3,6,5
55-64,Male,Medium,Yes,Rational,5,7,5
65+,Male,Low,Yes,Emotional,4,6,6
45-54,Female,Medium,Yes,Rational,7,7,6
65+,Male,Medium,Yes,Emotional,3,6,5
25-34,Male,Medium,Yes,Rational,3,5,5
45-54,Male,High,Yes,Emotional,5,7,5
35-44,Male,High,Yes,Rational,4,6,6
25-34,Male,Low,Yes,Emotional,6,7,7
18-24,Male,Low,Yes,Rational,3,5,4
55-64,Male,High,Yes,Emotional,5,7,4
65+,Female,High,Yes,Emotional,4,6,5
18-24,Female,Low,Yes,Rational,1,3,5
18-24,Female,Medium,Yes,Rational,7,7,7
55-64,Female,Low,Yes,Rational,5,7,6
18-24,Female,Medium,Yes,Rational,5,7,7
55-64,Male,Low,Yes,Emotional,5,7,6
35-44,Male,Low,Yes,Rational,7,7,7
25-34,Male,High,Yes,Emotional,5,7,6
45-54,Female,High,Yes,Emotional,3,5,3
65+,Male,Medium,Yes,Rational,4,6,5
55-64,Male,High,Yes,Emotional,3,5,3
18-24,Male,High,Yes,Rational,5,7,7
55-64,Female,High,Yes,Rational,5,7,7
45-54,Female,High,Yes,Rational,5,7,7
